pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
Kepler-189 c,Kepler-189,1,2,0,20.13486600,0.137000,2.380,0.212,22.70000,0.07100,Mass,9.250000,0.000000,18.81,544,88.280,2455004.365520,0,0.1300,0.103520,3.5650000,26.600000,0.03299,,,,,,,,5235.00,0.75,0.79,-0.020,[Fe/H],-0.448,4.62,0.700,1.45819,,,
Kepler-19 b,Kepler-19,1,3,0,9.28716000,0.083500,2.209,0.197,8.40000,0.02643,Mass,10.400000,0.120000,93.54,762,89.940,2454968.994500,1,0.0200,0.069170,3.3652000,21.526600,0.02379,,,59.1000,,,,,5544.00,0.86,0.94,-0.080,[Fe/H],-0.161,4.51,1.900,2.20846,2.0000,,-11.01
Kepler-19 c,Kepler-19,1,3,0,28.73100000,,3.680,0.328,13.10000,0.04122,Mass,1.440000,0.210000,,,,,0,,,,,,,,23.8000,,,,,5544.00,0.86,0.94,-0.080,[Fe/H],-0.183,4.51,1.900,2.20846,2.0000,,-11.01
Kepler-19 d,Kepler-19,1,3,0,62.95000000,,5.060,0.451,22.50000,0.07079,Mass,0.954000,0.050000,,,,,0,,,,,,,,55.2000,,,,,5544.00,0.86,0.94,-0.080,[Fe/H],-0.183,4.51,1.900,2.20846,2.0000,,-11.01
Kepler-190 b,Kepler-190,1,2,0,2.01999900,0.030000,1.560,0.139,3.05000,0.00961,M-R relationship,4.410000,0.000000,417.24,1166,86.200,2455003.069450,0,0.6800,0.034170,1.8210000,8.420000,0.01663,,,,,,,,5106.00,0.80,0.86,0.020,[Fe/H],-0.441,4.56,3.720,2.77228,,,
Kepler-190 c,Kepler-190,1,2,0,3.76302400,0.045000,1.460,0.130,2.73000,0.00859,M-R relationship,4.820000,0.000000,181.70,948,86.430,2454965.594860,0,0.1600,0.036130,1.5360000,19.310000,0.01705,,,,,,,,5106.00,0.80,0.86,0.020,[Fe/H],-0.441,4.56,3.720,9.62119,,,
Kepler-191 b,Kepler-191,1,3,0,9.93963200,0.087000,1.340,0.120,2.36000,0.00742,M-R relationship,5.390000,0.000000,64.29,722,84.140,2454964.585170,0,0.1400,0.030010,2.9170000,9.140000,0.01558,,,,,,,,5282.00,0.79,0.81,0.130,[M/H],-0.414,4.59,0.900,3.25127,,,
Kepler-191 c,Kepler-191,1,3,0,17.73850600,0.128000,1.860,0.166,4.12000,0.01300,M-R relationship,3.520000,0.000000,29.74,596,88.160,2454981.988620,0,0.1400,0.060550,2.8210000,29.000000,0.02540,,,,,,,,5282.00,0.79,0.81,0.130,[M/H],-0.414,4.59,0.900,1.08804,,,
Kepler-191 d,Kepler-191,1,3,0,5.94504102,0.059900,2.280,0.203,5.82000,0.01830,M-R relationship,2.700000,0.000000,127.64,857,86.240,2455003.472980,0,0.0501,0.080020,2.5711000,18.117000,0.02629,,,,,,,,5215.00,0.80,0.84,-0.050,[Fe/H],-0.414,4.56,4.900,3.18252,,,
Kepler-192 b,Kepler-192,1,3,0,9.92674600,0.090000,2.740,0.244,7.95000,0.02500,M-R relationship,2.120000,0.000000,105.30,803,87.770,2455008.685010,0,0.3800,0.072550,3.7800000,19.830000,0.02482,,,,,,,,5479.00,1.01,0.94,0.357,[M/H],-0.094,4.43,0.500,1.49679,,,
Kepler-192 c,Kepler-192,1,3,0,21.22340000,0.150000,2.790,0.249,8.20000,0.02580,M-R relationship,2.070000,0.000000,38.22,623,87.860,2455003.374600,0,0.8200,0.058290,4.9400000,25.300000,0.02380,,,,,,,,5479.00,1.01,0.94,0.357,[M/H],-0.094,4.43,0.500,0.29429,,,
Kepler-192 d,Kepler-192,1,3,0,6.47027579,0.066800,1.020,0.091,1.04000,0.00328,M-R relationship,5.390000,0.000000,186.08,926,85.940,2454969.506620,0,0.6300,0.011690,3.2410000,15.260000,0.00999,,,,,,,,5487.00,0.94,0.94,0.130,[Fe/H],-0.094,4.46,6.760,1.60480,,,
Kepler-193 b,Kepler-193,1,2,0,11.38848000,0.106000,2.390,0.213,6.30000,0.01980,M-R relationship,2.540000,0.000000,117.30,979,89.400,2455007.551170,0,0.1200,0.045710,3.6180000,24.374000,0.01968,,,,,,,,6335.00,1.15,1.14,0.140,[Fe/H],0.100,4.40,0.300,2.11200,,,
Kepler-193 c,Kepler-193,1,2,0,50.69749400,0.286000,2.750,0.245,8.00000,0.02520,M-R relationship,2.110000,0.000000,16.03,595,89.880,2454974.322880,0,0.0600,0.061090,6.1150000,65.710000,0.02299,,,,,,,,6335.00,1.15,1.14,0.140,[Fe/H],0.100,4.40,0.300,2.18660,,,
Kepler-194 b,Kepler-194,1,3,0,2.09228100,0.032000,1.510,0.135,2.89000,0.00909,M-R relationship,4.610000,0.000000,953.17,1648,87.620,2454966.059640,0,0.1300,0.020760,2.3510000,6.520000,0.01346,,,,,,,,6089.00,1.02,1.09,0.160,[Fe/H],0.043,4.42,2.500,1.19508,,,
Kepler-194 c,Kepler-194,1,3,0,17.30803200,0.131000,2.590,0.231,7.22000,0.02270,M-R relationship,2.280000,0.000000,56.95,815,90.000,2455009.941690,0,0.0800,0.063300,4.9610000,26.455000,0.02366,,,,,,,,6089.00,1.02,1.09,0.160,[Fe/H],0.043,4.42,2.500,1.16924,,,
Kepler-194 d,Kepler-194,1,3,0,52.81497300,0.275000,2.400,0.214,6.35000,0.02000,M-R relationship,2.520000,0.000000,12.86,562,90.000,2454997.903240,0,0.1800,0.055370,7.3000000,56.380000,0.02193,,,,,,,,6089.00,1.02,1.09,0.160,[Fe/H],0.043,4.42,2.500,1.21039,,,
Kepler-195 b,Kepler-195,1,2,0,8.30787200,0.077000,2.030,0.181,4.78000,0.01500,M-R relationship,3.140000,0.000000,74.15,751,89.950,2455004.171200,1,0.0500,0.082380,3.1500000,20.647000,0.02502,,,,,,,,5329.00,0.78,0.84,-0.110,[Fe/H],-0.367,4.60,0.700,2.41247,,,
Kepler-195 c,Kepler-195,1,2,0,34.09686300,0.197000,1.550,0.138,3.02000,0.00951,M-R relationship,4.460000,0.000000,11.28,469,89.650,2454986.817120,0,0.2900,0.047270,3.9040000,24.600000,0.01989,,,,,,,,5329.00,0.78,0.84,-0.110,[Fe/H],-0.367,4.60,0.700,4.09059,,,
Kepler-196 b,Kepler-196,1,2,0,20.73988600,0.138000,1.900,0.170,4.27000,0.01340,M-R relationship,3.420000,0.000000,20.73,536,88.680,2455006.218170,0,0.2900,0.063000,3.0140000,53.105000,0.02247,,,,,,,,5128.00,0.78,0.85,-0.020,[Fe/H],-0.393,4.57,3.980,6.58628,,,
Kepler-196 c,Kepler-196,1,2,0,47.42773700,0.240000,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,0.000000,6.88,407,89.270,2455049.554250,1,0.0900,0.084990,5.1140000,71.800000,0.02610,,,,,,,,5128.00,0.78,0.85,-0.020,[Fe/H],-0.393,4.57,3.980,3.11234,,,
Kepler-197 b,Kepler-197,2,4,0,5.59930800,0.060000,1.020,0.091,1.04000,0.00328,M-R relationship,5.390000,0.020000,431.26,1142,79.070,2455004.472820,0,0.2200,0.008480,3.6810000,6.260000,0.00919,,,,,,,,6004.00,1.12,0.86,-0.441,[M/H],0.222,4.30,5.370,0.92190,,,1.23
Kepler-197 c,Kepler-197,2,4,0,10.34969500,0.090000,1.230,0.110,5.30000,0.01700,Mass,15.700000,0.080000,189.97,930,83.510,2455007.064210,0,0.2200,0.012520,4.2510000,9.430000,0.01094,,,,,,,,6004.00,1.12,0.86,-0.441,[M/H],0.222,4.30,5.370,1.09836,,,1.23
Kepler-197 d,Kepler-197,2,4,0,15.67756300,0.119000,1.220,0.109,1.98000,0.00624,M-R relationship,5.990000,0.030000,109.09,810,84.550,2455012.468860,0,0.6600,0.010440,5.3260000,12.430000,0.01064,,,,,,,,6004.00,1.12,0.86,-0.441,[M/H],0.222,4.30,5.370,0.93309,,,1.23
Kepler-197 e,Kepler-197,2,4,0,25.20971500,0.164000,0.910,0.081,0.69300,0.00218,M-R relationship,5.050000,0.380000,57.94,691,87.690,2454987.413420,0,0.1400,0.006210,6.2980000,17.070000,0.00874,,,,,,,,6004.00,1.12,0.86,-0.441,[M/H],0.222,4.30,5.370,0.87104,,,1.23
Kepler-198 b,Kepler-198,1,3,0,17.79003700,0.131000,2.820,0.252,8.35000,0.02630,M-R relationship,2.050000,0.000000,44.55,655,89.660,2455015.436380,0,0.0300,0.095170,4.4780000,31.384000,0.02803,,,,,,,,5574.00,0.94,0.97,0.114,[M/H],-0.109,4.47,3.720,1.84772,,,
Kepler-198 c,Kepler-198,1,3,0,49.56741600,0.259000,2.470,0.220,6.66000,0.02100,M-R relationship,2.430000,0.000000,11.35,465,89.060,2455002.540010,0,0.4000,0.073070,3.6680000,62.000000,0.02833,,,,,,,,5574.00,0.94,0.97,0.114,[M/H],-0.109,4.47,3.720,1.12085,,,
Kepler-198 d,Kepler-198,1,3,0,1.31184443,0.022900,1.530,0.136,2.96000,0.00930,M-R relationship,4.540000,0.000000,1444.52,1562,88.780,2454966.109210,0,0.3800,0.026280,1.7729000,5.725000,0.01478,,,,,,,,5636.00,0.93,0.97,0.040,[Fe/H],-0.109,4.49,3.720,2.06258,,,
Kepler-199 b,Kepler-199,1,2,0,23.63760400,0.158000,3.110,0.277,9.85000,0.03100,M-R relationship,1.800000,0.000000,31.68,595,89.970,2455005.648460,1,0.1500,0.117130,4.9540000,37.075000,0.02955,,,,,,,,5644.00,0.97,0.96,-0.120,[Fe/H],-0.097,4.44,1.450,1.70087,,,
Kepler-199 c,Kepler-199,1,2,0,67.09340800,0.316000,3.250,0.290,10.60000,0.03340,M-R relationship,1.700000,0.000000,7.88,420,88.930,2454979.565770,1,0.1300,0.129390,6.9310000,76.610000,0.03099,,,,,,,,5644.00,0.97,0.96,-0.120,[Fe/H],-0.097,4.44,1.450,1.88919,,,
Kepler-20 b,Kepler-20,2,6,0,3.69611525,0.046300,1.868,0.167,9.70000,0.03052,Mass,8.200000,0.030000,324.11,1105,87.355,2454967.502014,0,0.6330,0.039670,2.4630000,10.340000,0.01774,,,,4.200,,,,5495.00,0.96,0.95,0.070,[m/H],-0.165,4.45,7.600,2.20611,2.0000,,-20.93
