pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
K2-268 c,1,2,0,9.32684100,0.081900,2.690,0.240,7.70000,0.02420,2.170000,,,688,0,5068.00,0.78,0.84,0.030,-0.429,4.59,,2.29940,,,
K2-269 b,1,1,0,4.14496500,0.053100,1.570,0.140,3.09000,0.00972,4.390000,,,1429,0,6209.00,1.45,1.16,-0.080,0.468,4.18,,1.13000,,,-3.20
K2-27 b,3,1,0,6.77131500,0.067020,4.480,0.400,30.90000,0.09722,1.870000,0.251000,116.00,902,0,5248.00,0.89,0.87,0.130,-0.270,4.48,10.300,2.04000,2.3000,,-37.77
K2-270 b,1,2,0,1.54306900,0.024700,1.380,0.123,2.48000,0.00780,5.190000,,,1203,0,4877.00,0.77,0.85,0.260,-0.558,4.59,,1.88623,,,
K2-270 c,1,2,0,4.40002800,0.049700,2.950,0.263,9.01000,0.02830,1.930000,,,848,0,4877.00,0.77,0.85,0.260,-0.518,4.59,,1.88623,,,
K2-271 b,1,1,0,8.56242100,0.077000,7.280,0.649,41.80000,0.13100,0.595000,,,893,0,5644.00,0.99,0.83,-0.300,-0.050,4.37,,2.28400,,,
K2-272 b,1,1,0,14.45353300,0.108100,2.910,0.260,8.80000,0.02770,1.960000,,,655,0,5419.00,0.81,0.81,-0.280,-0.302,4.53,,2.57700,,,
K2-273 b,1,1,0,11.71633200,0.097400,4.420,0.394,17.90000,0.05630,1.140000,,,672,0,5200.00,0.84,0.90,0.200,-0.353,4.55,,0.03700,,,
K2-274 b,1,1,0,14.12971400,0.106400,2.200,0.196,5.48000,0.01720,2.830000,,,589,0,5065.00,0.74,0.81,-0.130,-0.509,4.61,,2.98000,,,
K2-275 b,1,2,0,3.28096100,0.040000,2.240,0.200,5.65000,0.01780,2.760000,,,905,0,4812.00,0.73,0.79,0.000,-0.593,4.61,,2.73722,,,-7.35
K2-275 c,1,2,0,8.43875600,0.075000,2.340,0.209,6.08000,0.01910,2.610000,,,660,0,4812.00,0.73,0.79,0.000,-0.593,4.61,,2.73722,,,-7.35
K2-276 b,1,1,0,18.71826900,0.129100,3.770,0.336,13.70000,0.04300,1.400000,,,583,0,5139.00,0.85,0.82,0.070,-0.405,4.49,,0.50500,,,
K2-277 b,1,1,0,6.32676300,0.067500,2.070,0.185,4.94000,0.01550,3.060000,,,958,0,5741.00,0.97,1.02,0.110,-0.052,4.48,,6.93600,,,7.52
K2-278 b,1,1,0,3.33496600,0.048800,2.980,0.266,9.17000,0.02880,1.900000,,,1711,0,6747.00,1.61,1.40,0.000,0.399,4.17,,0.41300,,,
K2-279 b,1,1,0,7.12260500,0.067000,1.210,0.108,1.92000,0.00606,5.960000,,,879,0,5558.00,0.86,0.79,-0.370,-0.205,4.46,,1.13000,,,3.29
K2-28 b,1,1,0,2.26045500,0.021400,2.320,0.207,5.99000,0.01890,2.640000,0.000000,30.10,568,0,3214.00,0.29,0.26,0.260,-1.940,4.93,,15.20000,,,
K2-280 b,1,1,0,19.89520200,0.148800,7.670,0.684,45.60000,0.14400,0.555000,,,744,0,5742.00,1.28,1.11,0.300,0.140,4.26,,0.25900,,,-0.15
K2-281 b,1,1,0,8.68772100,0.077300,8.180,0.730,50.90000,0.16000,0.511000,,,665,0,4812.00,0.76,0.82,0.220,-0.647,4.59,,4.35400,,,
K2-282 b,1,2,0,4.16983600,0.049900,2.820,0.252,8.35000,0.02630,2.050000,,,1057,0,5523.00,0.94,0.95,0.150,-0.215,4.47,,1.44200,,,
K2-283 b,1,1,0,1.92103600,0.029100,3.520,0.314,12.20000,0.03830,1.540000,,,1186,0,5060.00,0.82,0.89,0.280,-0.524,4.56,,2.86100,,,
K2-284 b,1,1,0,4.79506900,0.047710,2.780,0.248,8.15000,0.02560,2.080000,0.078000,42.60,653,0,4140.00,0.61,0.63,0.000,-1.013,4.67,0.120,3.91000,3.5400,8.88,16.96
K2-285 b,1,4,0,3.47174500,0.038170,2.590,0.231,9.68000,0.03046,3.070000,0.000000,234.31,1089,0,4975.00,0.79,0.83,0.000,-0.422,4.40,,2.51200,3.9000,,15.88
K2-285 c,1,4,0,7.13804800,0.082400,3.530,0.315,15.68000,0.04933,1.950000,0.000000,50.35,741,0,4975.00,0.79,0.83,0.000,-0.422,4.40,,2.51200,3.9000,,15.88
K2-285 d,1,4,0,10.45582000,0.117800,2.480,0.221,6.50000,0.02045,,0.000000,24.61,620,0,4975.00,0.79,0.83,0.000,-0.422,4.40,,2.51200,3.9000,,15.88
K2-285 e,1,4,0,14.76289000,0.180410,1.950,0.174,10.70000,0.03367,,0.000000,10.50,501,0,4975.00,0.79,0.83,0.000,-0.422,4.40,,2.51200,3.9000,,15.88
K2-286 b,1,1,0,27.35900000,0.176800,2.100,0.187,5.06000,0.01590,3.000000,,,347,0,3926.00,0.62,0.64,0.000,-1.046,4.70,,3.41329,,23.80,-17.41
K2-287 b,1,1,0,14.89329100,0.120600,9.494,0.847,100.11645,0.31500,0.643000,0.478000,,804,0,5695.00,1.07,1.06,0.200,-0.108,4.40,4.500,1.21700,3.2000,,32.93
K2-288 B b,2,1,0,31.39346300,0.164000,1.900,0.170,4.27000,0.01340,3.420000,,,226,0,3341.00,0.32,0.33,-0.210,-1.930,4.96,1.000,14.20000,,,71.60
K2-289 b,1,1,0,13.15696900,0.107000,9.100,0.812,61.00000,0.19200,0.445000,,,753,0,5529.00,1.02,0.95,0.162,-0.505,4.39,,1.24000,,,
K2-29 b,2,1,0,3.25883210,0.042170,13.339,1.190,232.01590,0.73000,0.530000,0.066000,293.00,1171,0,5358.00,0.86,0.94,0.160,-0.295,4.54,2.600,2.90000,3.7000,10.79,32.88
K2-290 b,3,2,0,9.21165000,0.092300,3.060,0.273,10.90000,0.03430,4.100000,0.000000,,1230,0,6302.00,1.51,1.19,-0.060,0.420,4.23,4.000,0.48500,6.5000,,19.76
K2-290 c,3,2,0,48.36685000,0.305000,11.276,1.006,246.00042,0.77400,1.010000,0.000000,,676,0,6302.00,1.51,1.19,-0.060,0.420,4.23,4.000,0.48500,6.5000,,19.76
K2-291 b,1,1,0,2.22517700,0.032610,1.589,0.142,6.49000,0.02042,8.840000,0.000000,633.00,,0,5520.00,0.90,0.93,0.080,-0.166,4.50,3.720,1.77000,2.0000,,25.13
K2-292 b,1,1,0,16.98410000,0.130000,2.630,0.235,24.50000,0.07709,7.400000,0.040000,67.00,795,0,5725.00,1.09,1.00,0.070,0.093,4.33,6.800,1.14000,4.6000,,-28.18
K2-293 b,1,1,0,13.12250000,,2.450,0.219,6.57000,0.02070,2.450000,,,750,0,5532.00,0.95,0.96,0.218,-0.180,4.52,,1.68821,,,
K2-294 b,1,1,0,2.50387000,,1.660,0.148,3.39000,0.01070,4.070000,,,1425,0,5612.00,1.20,0.99,0.194,0.088,4.20,,0.89260,,,42.93
K2-295 b,1,1,0,4.02486700,0.045100,10.054,0.897,106.47305,0.33500,0.612000,0.000000,,852,0,4444.00,0.70,0.74,0.140,-0.716,4.63,,3.04300,2.2000,,-16.62
K2-3 b,1,3,0,10.05462600,0.074000,1.980,0.177,6.48000,0.02039,3.700000,0.000000,5.80,504,0,3896.00,0.56,0.60,-0.320,-1.150,4.73,1.000,5.05000,,40.00,30.48
K2-3 c,1,3,0,24.64658200,0.134500,1.560,0.139,2.14000,0.00673,2.980000,0.000000,1.77,374,0,3896.00,0.56,0.60,-0.320,-1.150,4.73,1.000,5.05000,,40.00,30.48
K2-3 d,1,3,0,44.55646000,0.209700,1.530,0.136,2.80000,0.00881,5.620000,0.000000,0.80,282,0,3896.00,0.56,0.60,-0.320,-1.150,4.73,1.000,5.05000,,40.00,30.48
K2-30 b,1,1,0,4.09850300,0.048390,11.646,1.039,184.02357,0.57900,0.640000,0.000000,299.00,1092,0,5425.00,0.84,0.90,-0.150,-0.256,4.54,3.900,2.11000,1.4000,,35.43
K2-308 b,1,1,0,3.38628000,,9.916,0.884,70.60000,0.22200,0.398000,,,,0,6100.00,1.24,1.09,-0.100,0.283,3.94,,,29.0000,,8.97
K2-31 b,2,1,0,1.25785000,0.022000,11.882,1.060,563.83042,1.77400,1.850000,0.000000,1272.00,,0,5280.00,0.78,0.91,0.080,-0.110,4.60,,1.19289,2.6000,18.38,-4.75
K2-315 b,1,1,0,3.14431890,,0.950,0.085,0.80900,0.00254,5.180000,,7.45,460,0,3300.00,0.20,0.17,-0.240,-2.387,5.09,1.000,32.60000,5.0000,,6.25
K2-316 b,1,2,0,1.13300000,0.014700,1.330,0.119,2.33000,0.00733,5.440000,,,841,0,3436.00,0.38,0.41,,-1.830,4.89,,10.82654,,,
K2-316 c,1,2,0,5.26000000,0.058200,1.830,0.163,4.01000,0.01260,3.600000,,,423,0,3436.00,0.38,0.41,,-1.830,4.89,,10.82654,,,
K2-317 b,1,1,0,6.22000000,0.054200,2.930,0.261,8.91000,0.02800,1.950000,,,432,0,3387.00,0.38,0.40,,-1.871,4.88,,11.58286,,,
K2-318 b,1,1,0,7.01000000,0.091100,1.660,0.148,3.39000,0.01070,4.070000,,,456,0,3851.00,0.55,0.56,,-1.277,4.70,,4.49344,,,
K2-319 b,1,1,0,26.68000000,0.151600,2.790,0.249,8.20000,0.02580,2.070000,,,641,0,5440.00,0.90,0.95,,-0.237,4.51,,1.62082,,,8.64
K2-32 b,2,4,0,8.99200000,0.079500,5.299,0.473,15.00000,0.04720,0.550000,0.030000,77.70,837,0,5271.00,0.86,0.83,-0.060,-0.296,4.49,7.900,1.83277,0.7000,,-2.20
K2-32 c,2,4,0,20.66093000,0.138430,3.134,0.280,8.10000,0.02549,1.430000,0.049000,25.60,634,0,5271.00,0.86,0.83,-0.060,-0.488,4.49,7.900,1.83277,0.7000,,-2.20
K2-32 d,2,4,0,31.71701000,0.184220,3.484,0.311,6.70000,0.02108,0.870000,0.050000,14.50,550,0,5271.00,0.86,0.83,-0.060,-0.488,4.49,7.900,1.83277,0.7000,,-2.20
K2-32 e,2,4,0,4.34934000,0.048990,1.212,0.108,2.10000,0.00661,6.300000,0.043000,,1066,0,5271.00,0.86,0.83,-0.060,-0.488,4.49,7.900,1.83277,0.7000,,-2.20
K2-320 b,1,1,0,1.99500000,0.014200,2.620,0.234,7.37000,0.02320,2.250000,,,698,0,3157.00,0.30,0.12,,-2.125,4.55,,16.90184,,,
K2-321 b,1,1,0,2.29800000,0.041000,1.950,0.174,4.46000,0.01400,3.310000,,,701,0,3855.00,0.58,0.60,,-1.254,4.68,,3.97279,,,-43.90
K2-322 b,1,1,0,8.20500000,0.059400,1.920,0.171,4.35000,0.01370,3.380000,,,635,0,4141.00,0.60,0.63,,-1.039,4.68,,3.57867,,,4.18
K2-323 b,1,1,0,24.93000000,0.127500,2.100,0.187,5.06000,0.01590,3.000000,,,318,0,3710.00,0.55,0.48,,-1.339,4.63,,4.86477,,,
K2-324 b,1,1,0,3.26200000,0.033100,2.430,0.217,6.48000,0.02040,2.480000,,,707,0,3752.00,0.51,0.52,,-1.333,4.74,,5.31375,,,
K2-325 b,1,1,0,6.93000000,0.041900,2.200,0.196,5.48000,0.01720,2.830000,,,423,0,3287.00,0.30,0.27,,-2.048,4.84,,14.63907,,,
K2-326 b,1,1,0,1.25600000,0.019800,2.280,0.203,5.82000,0.01830,2.700000,,,1114,0,3924.00,0.69,0.51,,-0.978,4.46,,2.80726,,,
K2-329 b,1,1,0,12.45512250,0.101600,8.676,0.774,82.63580,0.26000,0.694000,0.069700,45.70,650,0,5282.00,0.82,0.90,0.098,-0.325,4.57,1.800,2.30000,1.9000,,-19.25
K2-33 b,1,1,0,5.42486500,0.040900,5.040,0.450,1175.97100,3.70000,,0.000000,,850,0,3540.00,1.05,0.56,,-0.824,4.06,0.009,0.72000,8.2000,6.29,-6.70
K2-34 b,1,1,0,2.99563300,0.042600,13.960,1.245,539.67534,1.69800,0.940000,0.000000,,1559,0,6071.00,1.44,1.15,0.030,0.400,4.18,2.880,0.67500,6.3100,,46.31
K2-35 b,1,2,0,2.39996400,0.031000,1.320,0.118,2.30000,0.00724,5.500000,0.130000,211.00,979,0,4402.71,0.62,0.70,0.040,-0.719,4.70,,2.02725,3.0000,,
K2-35 c,1,2,0,5.60835200,0.055000,1.930,0.172,4.38000,0.01380,3.350000,0.120000,68.00,766,0,4402.71,0.62,0.70,0.040,-0.719,4.70,,2.02725,3.0000,,
K2-36 b,1,2,0,1.42261400,0.022300,1.430,0.128,3.90000,0.01227,7.200000,0.000000,529.00,1224,0,4916.00,0.72,0.79,-0.090,-0.570,4.62,1.400,2.99000,2.0000,16.90,13.25
K2-36 c,1,2,0,5.34088800,0.054000,3.200,0.285,7.80000,0.02454,1.300000,0.000000,90.00,788,0,4916.00,0.72,0.79,-0.090,-0.570,4.62,1.400,2.99000,2.0000,16.90,13.25
K2-37 b,1,3,0,4.44117000,0.051100,1.610,0.144,3.22000,0.01010,4.240000,,213.30,974,0,5413.00,0.85,0.90,-0.030,-0.469,4.52,,1.80561,2.0000,,-0.63
K2-37 c,1,3,0,6.42904000,0.065400,2.750,0.245,8.00000,0.02520,2.110000,,130.30,861,0,5413.00,0.85,0.90,-0.030,-0.408,4.52,,1.80561,2.0000,,-0.63
K2-37 d,1,3,0,14.09189000,0.110300,2.730,0.244,7.90000,0.02490,2.130000,,45.70,663,0,5413.00,0.85,0.90,-0.030,-0.469,4.52,,1.80561,2.0000,,-0.63
K2-38 b,1,2,0,4.01593000,0.050730,1.906,0.170,19.06980,0.06000,17.500000,,465.90,1184,0,5757.00,1.38,2.24,0.280,0.000,4.35,,1.21000,2.0000,,-35.33
K2-38 c,1,2,0,10.56103000,0.096400,2.420,0.216,9.90000,0.03115,3.600000,,128.30,858,0,5757.00,1.10,1.07,0.280,0.000,4.35,,0.90362,2.0000,,-35.33
K2-39 b,1,1,0,4.60543000,0.057080,6.277,0.560,28.60470,0.09000,0.500000,0.000000,1356.00,1670,0,4881.00,2.97,0.66,0.320,0.674,3.44,3.090,0.04000,2.0100,,24.35
K2-4 b,1,1,0,10.00341700,0.078000,2.100,0.187,5.06000,0.01590,3.000000,0.080000,15.60,563,0,4014.73,0.57,0.64,-0.120,-0.915,4.85,,2.81523,,,
K2-42 b,1,1,0,6.68796000,0.061700,2.150,0.192,5.27000,0.01660,2.910000,,44.10,,0,4613.00,0.64,0.70,,-0.703,4.66,,2.58259,,,
K2-43 b,1,2,0,3.47114900,0.037840,4.510,0.402,18.50000,0.05830,1.110000,0.070000,49.00,939,0,3840.60,0.54,0.57,,-1.273,4.68,,4.39884,,,
K2-43 c,1,2,0,2.19888400,,2.420,0.216,6.44000,0.02030,2.500000,,,1094,0,3840.60,0.54,0.57,,-1.212,4.68,,4.39884,,,
K2-44 b,1,1,0,5.65700000,0.060000,2.433,0.217,6.50000,0.02040,2.480000,,646.00,1211,0,5912.00,1.58,1.15,0.000,0.430,4.10,,0.32177,,,47.46
K2-45 b,1,1,0,1.72926840,0.022400,6.710,0.599,36.40000,0.11400,0.662000,0.100000,100.00,,0,4103.00,0.45,0.50,,-0.712,4.82,,2.12887,,,
K2-46 b,1,1,0,19.15410000,0.138210,2.050,0.183,4.86000,0.01530,3.100000,,119.00,889,0,6256.00,1.29,0.96,-0.320,0.413,4.20,,0.60110,,,
K2-47 b,1,1,0,31.63720000,0.177900,1.890,0.169,4.23000,0.01330,3.440000,,10.70,,0,5054.00,0.76,0.75,-0.224,-0.482,4.54,,2.04062,,,
K2-48 b,1,1,0,20.50650000,0.134400,2.240,0.200,5.65000,0.01780,2.760000,,15.30,,0,4899.00,0.73,0.77,-0.190,-0.657,4.60,,2.69260,,,
K2-49 b,1,1,0,2.77065000,0.030900,1.930,0.172,4.38000,0.01380,3.350000,,59.00,,0,4175.00,0.45,0.51,,-0.774,4.81,,2.53526,,,
K2-5 b,1,2,0,5.73594000,0.053200,1.910,0.170,4.31000,0.01360,3.400000,,24.10,565,0,3930.00,0.57,0.61,-0.330,-1.083,4.71,,4.40480,,,
K2-5 c,1,2,0,10.93241000,0.081800,2.260,0.202,5.73000,0.01800,2.730000,,10.20,456,0,3930.00,0.57,0.61,-0.330,-1.083,4.71,,4.40480,,,
K2-50 b,1,2,0,8.75290000,0.070500,1.590,0.142,3.15000,0.00993,4.310000,,18.80,,0,4326.00,0.55,0.61,-0.113,-0.874,4.74,,2.55179,,,
K2-52 b,1,1,0,3.53505500,0.054000,18.000,1.606,45700.00000,144.00000,43.100000,,1124.00,2004,0,7147.00,2.19,1.69,0.055,0.027,3.98,,0.22000,,,
K2-53 b,1,1,0,12.20772000,0.098000,2.600,0.232,7.27000,0.02290,2.270000,,52.50,665,0,5263.00,0.81,0.85,-0.037,-0.579,4.55,,2.29000,,,43.34
K2-54 b,1,1,0,9.78430000,0.067100,1.150,0.103,1.60000,0.00505,5.780000,,6.10,,0,3798.00,0.38,0.42,,-1.011,4.89,,3.36086,,,
K2-55 b,1,1,0,2.84925800,0.034860,3.820,0.341,14.00000,0.04400,1.380000,0.070000,115.00,,0,4456.00,0.63,0.70,,-0.784,4.67,,2.35056,,,3.95
K2-57 b,1,1,0,9.00630000,0.074600,2.100,0.187,5.06000,0.01590,3.000000,,24.10,,0,4434.00,0.62,0.68,,-0.830,4.68,,2.98676,,,
K2-58 b,1,3,0,7.05254000,0.069200,2.680,0.239,7.65000,0.02410,2.180000,,118.00,,0,5413.00,0.86,0.89,0.110,-0.398,4.52,,2.00934,,,6.49
K2-58 c,1,3,0,2.53726000,0.035000,1.620,0.145,3.26000,0.01020,4.210000,,462.00,,0,5413.00,0.86,0.89,0.110,-0.412,4.52,,2.00934,,,6.49
K2-58 d,1,3,0,22.88270000,0.151700,1.710,0.153,3.57000,0.01120,3.920000,,24.60,,0,5413.00,0.86,0.89,0.110,-0.412,4.52,,2.00934,,,6.49
K2-59 b,1,2,0,20.69210000,0.135400,2.410,0.215,6.39000,0.02010,2.510000,,17.10,,0,5055.00,0.73,0.77,,-0.660,4.59,,4.00081,,,
K2-59 c,1,2,0,11.29540000,0.090500,2.300,0.205,5.90000,0.01860,2.660000,,38.30,,0,5055.00,0.73,0.77,,-0.660,4.59,,4.00081,,,
K2-6 b,1,1,0,30.94191000,0.189800,2.500,0.223,6.80000,0.02140,2.390000,,28.60,615,0,5850.00,0.96,0.97,-0.140,-0.120,4.40,,1.84715,,,7.69
K2-60 b,1,1,0,3.00265000,0.045000,7.656,0.683,135.39558,0.42600,1.700000,0.000000,1212.00,1400,0,5500.00,1.12,0.97,0.010,0.282,4.07,10.000,0.99000,2.2000,,-45.48
K2-61 b,1,1,0,2.57302000,0.039200,2.480,0.221,6.71000,0.02110,2.420000,,1686.00,,0,6293.00,1.36,1.21,0.170,-0.015,4.25,,1.43264,,,-8.15
K2-62 b,1,2,0,6.67202000,0.063600,2.140,0.191,5.22000,0.01640,2.930000,,66.00,,0,4880.00,0.73,0.77,-0.290,-0.727,4.60,,3.00696,,,4.93
K2-62 c,1,2,0,16.19660000,0.114800,2.140,0.191,5.22000,0.01640,2.930000,,20.50,,0,4880.00,0.73,0.77,-0.290,-0.781,4.60,,3.00696,,,4.93
K2-63 b,1,2,0,20.25700000,0.162700,3.220,0.287,10.50000,0.03290,1.730000,,188.00,,0,6771.00,1.63,1.40,,0.219,4.15,,0.71318,,,-10.84
K2-63 c,1,2,0,25.45560000,0.189000,3.900,0.348,14.50000,0.04550,1.340000,,139.00,,0,6771.00,1.63,1.40,,0.219,4.15,,0.71318,,,-10.84
K2-64 b,1,1,0,6.53044000,0.061900,2.070,0.185,4.94000,0.01550,3.060000,,98.00,,0,5312.00,0.73,0.74,,-0.234,4.58,,1.97545,,,
K2-65 b,1,1,0,12.64750000,0.101400,1.580,0.141,3.12000,0.00982,4.350000,,45.00,,0,5213.00,0.84,0.87,-0.340,-0.328,4.53,,,,,
K2-66 b,1,1,0,5.06963000,0.059830,2.490,0.222,21.30000,0.06702,7.800000,0.000000,840.00,1372,0,5887.00,1.67,1.11,-0.047,0.506,4.03,,0.29907,3.7000,,46.24
K2-68 b,1,1,0,8.05428000,0.070800,1.580,0.141,3.12000,0.00982,4.350000,,41.00,,0,4746.00,0.68,0.73,-0.210,-0.673,4.63,,3.28491,,,18.73
K2-69 b,1,1,0,7.06599000,0.059100,2.320,0.207,5.99000,0.01890,2.640000,,17.90,,0,4127.00,0.49,0.55,,-1.356,4.79,,5.05142,,,
K2-7 b,1,1,0,28.67992000,0.181400,2.670,0.238,7.61000,0.02390,2.200000,,125.00,651,0,5772.00,0.96,0.97,-0.070,0.405,3.82,,0.34003,,,
K2-70 b,1,1,0,13.97896000,0.111200,2.890,0.258,8.70000,0.02740,1.980000,,62.00,,0,5622.00,0.93,0.94,0.060,-0.429,4.48,,2.39642,,,
K2-71 b,1,1,0,6.98541000,0.055900,2.150,0.192,5.27000,0.01660,2.910000,,13.40,,0,4006.00,0.43,0.48,,-1.519,4.85,,6.24198,,,
K2-72 b,1,4,0,5.57721200,0.040000,1.080,0.096,1.28000,0.00403,5.580000,0.110000,8.50,,0,3360.47,0.33,0.27,,-1.837,4.90,,12.29770,,,
K2-72 c,1,4,0,15.18903400,0.078000,1.160,0.103,1.65000,0.00521,5.810000,0.110000,2.20,,0,3360.47,0.33,0.27,,-1.837,4.90,,12.29770,,,
K2-72 d,1,4,0,7.76017800,0.050000,1.010,0.090,1.01000,0.00317,5.390000,0.110000,5.40,,0,3360.47,0.33,0.27,,-1.837,4.90,,12.29770,,,
K2-72 e,1,4,0,24.15886800,0.106000,1.290,0.115,2.21000,0.00696,5.660000,0.110000,1.20,,0,3360.47,0.33,0.27,,-1.837,4.90,,12.29770,,,
K2-73 b,1,1,0,7.49543000,0.076190,2.450,0.219,6.57000,0.02070,2.450000,,213.00,,0,5922.00,1.06,1.05,0.090,0.076,4.41,,1.26589,,,-38.41
K2-74 b,1,1,0,19.56660000,0.140200,2.310,0.206,5.95000,0.01870,2.650000,,59.10,,0,6060.00,0.98,0.96,-0.210,0.060,4.44,,1.46962,,,28.65
K2-75 b,1,2,0,7.81420000,0.081000,2.670,0.238,7.61000,0.02390,2.200000,,430.00,,0,5995.00,1.56,1.16,0.300,0.349,4.12,,0.45516,,,4.37
K2-75 c,1,2,0,18.31100000,0.142900,2.770,0.247,8.10000,0.02550,2.090000,,138.00,,0,5995.00,1.56,1.16,0.300,0.349,4.12,,0.45516,,,4.37
K2-77 b,1,1,0,8.19979600,0.076000,2.300,0.205,603.87700,1.90000,,0.140000,58.00,,0,4970.00,0.76,0.80,0.290,-0.500,4.47,0.850,2.50000,4.0000,19.80,7.35
K2-79 b,1,1,0,10.99573000,0.098700,3.690,0.329,13.20000,0.04150,1.440000,,186.00,,0,5926.00,1.28,1.06,0.200,0.018,4.25,,0.54023,,,-10.63
K2-8 b,1,2,0,10.35239000,0.085600,3.580,0.319,12.50000,0.03940,1.500000,,37.70,631,0,4870.00,0.74,0.78,-0.020,-0.553,4.52,,2.36326,2.0000,,
K2-8 c,1,2,0,5.06416000,0.053200,2.410,0.215,6.39000,0.02010,2.510000,,97.80,801,0,4870.00,0.74,0.78,-0.020,-0.583,4.52,,2.36326,2.0000,,
K2-80 b,1,3,0,19.09180000,0.135000,2.010,0.179,4.70000,0.01480,3.180000,,32.50,,0,5441.00,0.87,0.90,0.070,-0.432,4.52,,1.90744,,,16.78
K2-80 c,1,3,0,5.60500000,0.059600,1.470,0.131,2.76000,0.00869,4.770000,,166.00,,0,5441.00,0.87,0.90,0.070,-0.432,4.52,,1.90744,,,16.78
K2-80 d,1,3,0,28.86725300,,2.552,0.228,7.04000,0.02220,2.330000,,,,0,5377.00,0.84,0.91,0.070,-0.432,4.65,,1.90744,,,16.78
K2-81 b,1,1,0,6.10232500,0.059000,1.970,0.176,4.54000,0.01430,3.260000,0.060000,62.90,,0,4674.13,0.63,0.75,,-0.569,4.67,,2.51722,,,
K2-83 b,1,2,0,2.74697000,0.030140,1.244,0.111,2.08000,0.00654,5.940000,0.070000,41.50,,0,3910.00,0.42,0.48,,-1.204,4.86,,4.40180,,,
K2-83 c,1,2,0,9.99767000,0.071310,1.483,0.132,2.80000,0.00882,4.720000,0.060000,7.42,,0,3910.00,0.42,0.48,,-1.204,4.86,,4.40180,,,
K2-84 b,1,2,0,6.42150000,0.066500,2.410,0.215,6.39000,0.02010,2.510000,,178.00,,0,5652.00,0.93,0.95,0.278,-0.423,4.48,,2.29121,,,7.64
K2-84 c,1,2,0,27.86000000,0.176800,2.030,0.181,4.78000,0.01500,3.140000,,25.30,,0,5652.00,0.93,0.95,0.278,-0.423,4.48,,2.29121,,,7.64
K2-85 b,1,1,0,0.68453300,0.012630,1.010,0.090,1.01000,0.00317,5.390000,0.240000,479.00,,0,4268.00,0.51,0.57,-0.140,-0.812,4.78,,2.35191,,,-3.94
K2-86 b,1,1,0,8.77683000,0.077000,1.960,0.175,4.50000,0.01420,3.280000,,78.00,,0,5482.00,0.76,0.79,-0.350,-0.386,4.58,,2.16081,,,122.52
K2-87 b,1,1,0,9.72661800,0.094000,7.600,0.678,44.90000,0.14100,0.562000,,85.00,979,0,5747.00,1.40,1.16,0.328,-0.098,4.21,,0.59000,,,
K2-88 b,1,1,0,4.61220000,0.034500,1.230,0.110,2.04000,0.00642,6.020000,0.260000,7.80,,0,3537.00,0.26,0.26,,-1.545,5.02,,7.18129,,,
K2-89 b,1,1,0,1.09602600,0.014620,0.615,0.055,0.17000,0.00053,4.020000,0.150000,78.00,,0,3691.00,0.32,0.35,,-1.327,4.96,,4.89287,,,15.33
K2-9 b,1,1,0,18.44980000,0.091000,2.250,0.201,5.69000,0.01790,2.740000,,1.36,314,0,3390.00,0.31,0.30,-0.250,-1.921,4.82,1.000,9.88000,,,-31.02
K2-90 b,1,2,0,13.73331400,0.096000,2.600,0.232,7.27000,0.02290,2.270000,0.070000,10.20,502,0,4484.00,0.62,0.63,-0.225,-0.953,4.65,,3.74000,,,19.16
K2-90 c,1,2,0,2.90070600,0.035000,1.300,0.116,2.24000,0.00705,5.600000,0.190000,80.80,,0,4421.98,0.63,0.70,-0.038,-0.953,4.79,,3.30792,,,19.16
K2-91 b,1,1,0,1.41954900,0.016400,1.100,0.098,1.37000,0.00430,5.660000,0.090000,46.00,,0,3622.00,0.28,0.29,,-1.841,5.00,,10.36688,,,
K2-95 b,1,1,0,10.13401600,0.069600,3.880,0.346,14.30000,0.04510,1.350000,0.160000,,383,0,3548.00,0.42,0.44,-0.030,-1.635,4.84,0.790,1.12000,2.6000,23.90,35.85
K2-97 b,1,1,0,8.40672600,0.086000,10.610,0.947,152.55840,0.48000,0.702000,0.220000,,1499,0,4717.00,4.47,1.20,0.330,0.919,3.22,7.800,0.27900,2.8000,,17.09
K2-98 b,1,1,0,10.13644800,0.097400,5.200,0.464,32.20000,0.10131,2.150000,0.000000,,1092,0,6172.00,1.57,1.20,-0.060,0.504,4.13,5.200,0.63300,6.1000,,76.75
K2-99 b,1,1,0,18.25198500,0.159700,11.730,1.046,308.29510,0.97000,1.050000,0.190000,,1113,0,6217.00,2.63,1.63,0.210,0.961,3.81,2.400,0.09900,9.3000,,-2.08
KELT-1 b,1,1,0,1.21751400,0.024660,12.442,1.110,8654.15000,27.23000,24.700000,0.009900,,,0,6518.00,1.46,1.32,0.131,0.542,4.25,,0.62059,56.0000,,-14.20
KELT-10 b,1,1,0,4.16627390,0.052500,15.681,1.399,215.80657,0.67900,0.308000,,600.00,1377,0,5948.00,1.21,1.11,0.090,0.217,4.32,4.500,0.88900,,,31.61
